CourseID,CourseName,Credits,Description
289,Meat Science,3,"Fundamental biological principles that influence composition, processing, preservation, and quality of meat and meat products. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 221, IB 100, or equivalent, and CHEM 102."
290,Lactation Biology,4,"Examines the structural and functional development of the mammary gland, cell biology, and control of milk synthesis, and composition and biochemistry of milk. Compares and analyzes the physiological processes of lactation in mammals. 4 undergraduate hours. 4 graduate hours. Prerequisite: ANSC 224 or equivalent."
291,Applied Statistical Methods I,4,"Same as CPSC 440, FSHN 440, NRES 440, and NUTR 440. See CPSC 440."
292,Introduction to Data Analytics,2,"Introduces students to standard approaches commonly used to analyze science and engineering data; to the strengths and limitations of the approaches; and to gain confidence in the interpretation of results. At the end of this course, students will be able to analyze a wide range of datasets using appropriate models, and draw robust conclusions. 2 undergraduate hours. 2 graduate hours. Credit is not given for ANSC 442 and ANSC 445."
293,Population Genetics,3,"Conceptual and mathematical approach to the genetics of populations: estimation of allele and genotype frequencies; Hardy-Weinberg principle; measures of genetic diversity and distance; selection; non-random mating; genetic drift; mutation; neutral theory; migration and population subdivision; linkage and recombination; coalescence and phylogenetic inference. Applications to animals, plants, human health and wildlife conservation. Same as IB 416. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Students desiring 4 hours credit do additional work in some area of population genetics. Prerequisite: An introductory genetics course (ANSC 221 or IB 204); one of MATH 220, MATH 221, or MATH 234; or consent of instructor."
294,Comparative Immunobiology,4,"Advanced concepts of immunophysiology and immunogenetics. Immunophysiology with an emphasis on immune-neuroendocrine interactions. The molecular and cellular basis of self-nonself recognition with an emphasis on the major histocompatibility complex in vertebrates and innate immunity in both vertebrates and invertebrates. The mucosal immune system, which requires a complex interplay between innate and acquired immunity to protect mucosal surfaces exposed to the environment. A working knowledge of genetics and cellular and molecular biology is recommended. Same as MCB 442 and PATH 410. 4 undergraduate hours. 4 graduate hours."
295,Physiology of Animal Stress &amp; Disease,3,"Advanced interdisciplinary concepts of animal physiology and behavior during stress and disease. Lectures and discussions will cover multi-system interactions regulating immune, microbial, endocrine, and behavioral responses to external stressors, pathogen infection, and idiopathic disease. Topics include: neuroendocrine regulation of immunophysiology and behavior, pathogenic and behavioral response to disease, bidirectional communication between the microbiome and central nervous system, developmental disruptions during gestation, cancer biology, and metabolic diseases. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANSC 221 or equivalent, and ANSC 222 or equivalent; or consent of instructor."
296,Companion Animal Cruelty Investigations,2,"Animal cruelty is an unfortunate reality across the country and around the world. Proper investigation and prosecution of these cases is crucial to the prevention of these acts in the future. This course will teach the concepts and processes of animal cruelty investigations and prosecution, largely focusing on companion animals. 2 undergraduate hours. 2 graduate hours. Prerequisite: ANSC 250 and ANSC 407."
297,Introduction to Coding and Precision Management,3,"Overview of agricultural systems’ problems and application of different tools and sensors on problem-solving and efficient systems’ design. The course will introduce coding and precision technologies through a hands-on approach. 3 undergraduate hours. 3 graduate hours. Credit is not given toward graduation for ANSC 360 and ANSC 480. Prerequisite: Three years of high school mathematics, or MATH 112, or consent of instructor."
298,Integrating Animal Sciences,2,"Introduction to the theoretical basis of and skills associated with leadership, inquiry, and collaborative learning. Capstone experience in integrating knowledge, practicing skills, and applying theory through collaborative projects that address current issues in animal sciences. Projects relate to the impact of animals and animal use on humans and societal issues facing the world today. 2 undergraduate hours. No graduate credit. Prerequisite: ANSC 298. Restricted to Animal Sciences major(s). Restricted to students with Senior class standing."
299,Feeds in Dairy Nutrition and Diet Formulation,4,"Students will examine the fundamentals of dairy cattle nutrition, identify common feedstuffs, and describe the basics of forage growth, harvest, insulation, and storage. Energy, carbohydrates, lipids, protein, amino acids, additives, forages, young stock, and transition cow feeding will be discussed. Students will explore common feed processing techniques, formulate diets for young and mature (lactating and non-lactating) dairy animals, and investigate the newest research insights for on-farm applications and evolving trends in dairy feeds and nutrition. Prerequisite: Restricted to Animal Sciences, MANSC, the Dairy Nutrition for Udder Success CERT, and the Livestock Systems Health, MVS. Non-degree graduate students are eligible to enroll in the course."
300,Nutritional Impact on Cow Health and Disorders,4,"Explore the holistic impact of nutrition on dairy cattle health and metabolic disorder, and analyze nutrition's role in alleviating stressors. Instructors will discuss profound effects of nutrition on production, physiology, and the immune system. The course includes self-paced learning, case studies, practical insights on dairy nutrition, application of artificial intelligence (e.g., machine learning) for predicting feed intake, and collaborative discussions to address complex issues. Students can also bring and work on their own datasets. Prerequisite: Restricted to Animal Sciences, MANSC, the Dairy Nutrition for Udder Success CERT, and the Livestock Systems Health, MVS. Non-degree graduate students are eligible to enroll in the course."
301,Bovine Assisted Reproductive Technologies,2,"Acquire knowledge on reproductive technologies and techniques utilized in Bovidae including Bos taurus and Bos indicus cattle. Topics include general bovine reproductive anatomy and physiology, estrus detection, estrous cycle, estrus synchronization, pregnancy diagnosis, nutrition and disease concerns, collecting oocytes and sperm, semen processing, in vitro and in vivo embryo production, and emerging assisted reproductive technologies such as AI, IVF, MOET. Prerequisite: ANSC 221 and ANSC 222 and ANSC 223 and ANSC 224 are required or equivalent."
302,Protein and Energy Nutrition,3,"Physiological aspects of protein and amino acids, fats and fatty acids, and carbohydrates as applied to higher animals; includes classification, digestion, absorption, utilization, metabolism, and dietary deficiencies and excesses. Same as NUTR 520. Prerequisite: MCB 450 or equivalent and ANSC 222 or equivalent."
303,Regulation of Metabolism,4,"Same as FSHN 511, HK 510 and NUTR 511. See NUTR 511."
304,Topics in Nutrition Research,1,Same as FSHN 510 and NUTR 510. See NUTR 510.
305,Adv Companion Animal Nutrition,3,"Students will learn how to effectively apply advanced concepts related to pet nutrition and disease, including the metabolism within healthy and diseased dogs and cats, how nutrition may aid in preventing and treating disease, and the science behind pet food formulation and production. Students will develop critical-thinking and problem-solving skills by writing and reviewing grant proposals and delivering an oral presentation. Same as NUTR 526. Prerequisite: ANSC 422 or consent of instructor."
306,Applied Bioinformatics,4,"Introduction to theoretical and applied aspects of bioinformatics. Topics include genomic and proteomic databases, sequence alignment and search algorithms (e.g., BLAST, FASTA, CLUSTAL W), predictive methods in DNA sequence, machine-learning techniques (e.g., Hidden Markov Models) and data mining, biomolecular structure and its prediction, molecular evolution and phylogenetic reconstruction, structural genomics and phylogenomics. Concepts are complemented with hands-on experience with computational biology databases and bioinformatic tools. Same as CPSC 569 and IB 506. Prerequisite: Graduate level status or consent of instructor."
307,Bioinformatics,4,"Same as CHBE 571, MCB 571, and STAT 530. See CHBE 571."
308,Artificial Intelligence and Computer Vision for Precision Management,3,"Use of Artificial Intelligence (AI) in optimizing precision management for agriculture and animal care. Students will explore the application of AI and computer vision techniques to assist decision-making and improve performance in the realm of precision management. Techniques of image analysis, object detection, and real-time monitoring will be covered. Finally, students will develop a hands-on project and investigate ethical considerations and industry case studies on AI-driven precision management systems with a focus on computer vision. Credit will not be given for ANSC 460 and ANSC 580 Prerequisite: ANSC 480, or ANSC 360, or demonstrated basic knowledge in Python coding, or consent of instructor."
309,Res Studies in Animal Sciences,1,Directed and supervised study of selected research topics in Animal Sciences. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 8 hours. Prerequisite: Consent of instructor.
310,Introduction to Anthropology,3,"Anthropology was first envisioned as a holistic discipline, combining insights from the study of human anatomy and evolution, research on material remains of human settlements, and the analysis of social interaction in language and other cultural practices. Following this tradition, this course explores the questions about where humans came from, how societies live and communicate, and why human cultural groups vary."
311,Human Origins and Culture,3,"Explores the origin and evolution of humans with an emphasis on reconstructing and interpreting fossil evidence. It provides an introduction to the fundamentals of biological anthropology and draws on a diverse range of other disciplines that contribute to the study of human evolution – evolutionary biology, population genetics, comparative anatomy, primatology, archaeology, geology and paleoecology. We examine the fossil and artifact record of the last several million years in order to develop an understanding of why we are interesting animals and a somewhat unique species."
312,Anthro in a Changing World,3,"[IAI Code: S1901N] Presents the fundamental areas of anthropological analysis through a series of comparative cases that emphasize social and cultural relations in global contexts. Directs attention to the anthropological history of global empires and colonial states, their cultural exchanges, and contemporary studies of culture, society, and globalization."
313,Talking Culture,3,"Introduces you to language-in-use from the perspective of linguistic anthropology. We explore how the language(s) people use creates a specific ""worldview"" or cultural ""common sense"" and how this creates and maintains distinct concepts of self, society and culture. We will examine critically the ways in which differences in language and communication work in the USA in relation to power and politics, the media, gender, ethnicity/race, age, class, and identity, with comparisons to other cultures. During the semester you will encounter new information about language structure and use, and learn methods of investigation and analysis used in contemporary linguistic anthropology. Same as LING 104."
314,Religion &amp; Society in West II,3,Same as PHIL 109 and REL 109. See REL 109.
315,Humanizing Science,3,"Scientists are often taught that the skills they need are confined to conducting research in the lab, the field, or the observatory. Yet science is also a human endeavor. If scientists are not taught this lesson, mistakes can be made that have real implications for people's lives, for scientific progress, and for who gets to be a scientist. Therefore this course will introduce 1) a brief history of Western and non-Western science, 2) the influences of social categories and oppressions on scientific advancement, 3) the incentive and reward structure of science, and 4) stories of scientists who have chosen to walk a brave path in the way they conduct and disseminate their research. We will engage in a mix of ethnographic and case study work and bring interpretive and systematic analysis to bear on what it means to be a scientist. The ultimate goal of the course is to provide a substantive, rigorous, and broad introduction to the culture of science, and how that culture affects the people of science, its practice, and its process."
316,Humans and Animals - Food or Friend?,3,"Emphasizes questions of how we can move toward a more sustainable future by focusing on two key realms of human relations with non-human animals: as food, and as “friend,” or pets/companion animals. A third category, of animals as “fauna” or avatars of the wild will be touched on briefly. Anchored in humanistic social science, this course also exposes students to the benefits and challenges of interdisciplinary thinking and research, and provides an opportunity for active experiential learning and public engagement Prerequisite: This course is intended for first and second year students."
317,The Archaeology of Death,3,"Cross-cultural introduction to the celebration of death across time and space. Examines the anthropological and archaeological literature on death, particularly in terms of death ritual and burial practices. Students study popular films on death in different cultures."
318,Latin American Cultures,4,"Latin America considered as a theater of conflict and cultural experimentation among Native American, African, and Iberian peoples; their survival and transformation as reported in selected ethnographies and eyewitness sources; and some modern theories and controversies about their experience."
319,Families in Global Perspective,3,Same as HDFS 220. See HDFS 220.
320,Archaeology of South Asia,3,"Explores the archaeology of South Asia from the earliest occupations of the subcontinent to the present. South Asia is home to one of the first urbanized societies, over 40 World Heritage sites, and some of the 21st century's largest megacities. We will critically examine how these diverse archaeological resources have been investigated by different communities through time and how this has informed modern understandings of cultural, national, religious, regional and gender identities."
321,Sociocultural Anthropology,3,"Introduction to the anthropological study of contemporary human societies; emphasis on the comparative study of social organization, interpersonal relations, cultural ecology, and processes of sociocultural change, but also includes some consideration of the method and theory of ethnographic field research."
322,Biological Anthropology,3,"[IAI Code: S1902] Past and present evolution of the human species and population and individual biological variation; topics include genetic principles relevant to human evolution, primate phylogeny and behavior, fossil evidence for human evolution, and the origin and significance of biological diversity in modern humans."
323,Sociality of the Great Apes,3,"Examines the social organization, mating patterns, and group structure of free-ranging chimpanzees, gorillas, and orangutans. Presents historical perspective focusing on misconceptions that have colored our understanding of ape social behavior; addresses questions concerned with learning potential, food sharing, social cooperation, aggressive behavior, self-awareness, and the appropriateness of the apes as models for understanding human behavior. Prerequisite: ANTH 102, ANTH 143, or an equivalent course in animal behavior; or consent of instructor."
324,Forensic Science,4,"History and theory underlying methods used in forensic science. Topics include the courtroom, the units of a crime laboratory, methods of securing and investigating a crime scene, and the analysis of evidence collected from a crime scene such as blood, fibers, hair, DNA, and fingerprints."
325,Forensic Science DNA Lab,3,"Forensic science is the application of science to the law and encompasses a wide variety of scientific disciplines. This course introduces students to general laboratory practice, molecular biology and DNA analysis skill that are commonly used by forensic DNA scientists. Students will learn using a “hands-on” and interactive approach with many of the same tools used by professional forensic DNA scientists. Prerequisite: ANTH 246."
326,The World Through Museums,3,Same as MUSE 250. See MUSE 250.
327,Language in Culture,3,"Examines the intersections of culture and language. Topics include the definition of language; the cultural shaping of discourse and narrative; how different linguistic systems guide speakers to think differently about the world; and how ideologies about language relate to beliefs about the nation, modernity, race, and gender. Prerequisite: Gen Ed. Composition 1."
328,Language and Culture in Turkey,3,"Same as GLBL 272, SAME 272, and TURK 270. See TURK 270."
329,Climate Change &amp; Civilization,3,"Examination of how climate change impacts society. With the increasing need to understand how climate changes and society intersect at present, it is becoming important that we address critical questions about how lessons from the past inform present needs. Case studies from around the world are discussed."
330,Contemporary East Asia,3,Same as EALC 288. See EALC 288.
331,Human Osteology,3,"Comprehensive knowledge of the human skeleton is central to reconstructing the anatomy, demography, health and evolution of past populations because most of our evidence is derived from preserved skeletal and dental remains. The primary goal of this course is the identification of isolated and fragmentary skeletal remains given that this is a prerequisite to all subsequent analysis. In addition to identifying the bones and landmarks of the human skeleton, students will learn about the structure and function of bone, understand the growth and development of the human skeleton and be introduced to analytical techniques used in human osteology including paleopathology, paleodemography and forensics. Prerequisite: ANTH 102 or ANTH 240."
332,Language and Gender,3,"The relationship between language and gender is complex, contentious, and often misunderstood. In this course, we explore the many connections between language and gender. Topics include what gender is and how it is socially and linguistically constituted; real and perceived differences — grammatical, phonological, conversational — in how men and women speak; how the ways we talk about gender shape the ways we think about gender; and how all of these things vary cross-culturally and cross-linguistically. Prerequisite: ANTH 104 or ANTH 270 is strongly recommended."
333,Ecology and Human Health,3,Same as IB 361. See IB 361.
334,'America' in the World,3,"Study of the lure and rejection of the U.S. around the world, by drawing on long-standing anthropological approaches to the histories of peoplehood, selfhood, and otherness. Examines the historical, political, cultural, economic, and social context of both anti- and pro-Americanism, in various parts of the globe. Prerequisite: Any previous course in cultural anthropology."
335,Topics in Lang &amp; Culture,3,"Advanced topics in language and culture. May be repeated in separate terms. Prerequisite: ANTH 104, ANTH 270, or consent of instructor."
336,Medical Anthropology,3,"An anthropological approach is used to explore human health by integrating perspectives from biological and medical anthropology, as well as human biology. By the end of the course, students will be able to conceptualize health holistically, encompassing wellness and well-being. They will learn how to define, measure, and incorporate embodiment theory using genetic, epigenetic, and human biological methods. Students will also gain a strong understanding of the biological mechanisms through which environmental factors influence health outcomes and contribute to health disparities. Prerequisite: ANTH 230 strongly recommended, or consent of instructor."
337,Anthropology of Crime,3,"This course takes an anthropological perspective to challenge ""common-sense"" notions about crime. We will compare ideas about and representations of lawbreaking, criminality, danger, policing, and violence in different parts of the world, considering how they diverge from, and yet also overlap with, each other. Our goal is to find new ways to understand both how something becomes ""crime"" and also how it then quickly becomes sensationalized, stereotyped and simplified as it enters public debate."
338,Individual Study,2,"Supervised reading and research on anthropological topics chosen by the student with staff approval. Especially (but not exclusively) for students who are preparing for a summer field-work project, or who have some justifiable reason for doing independent study, but who do not qualify for the honors (departmental distinction) courses. Prerequisite: Junior or senior standing; 12 hours in anthropology; consent of instructor. May not be taken concurrently with ANTH 391 or ANTH 495."
339,Research Methods in Socio-Cultural Anthropology,3,"Exploration of qualitative forms of research used by sociocultural anthropologists when conducting field research. Emphasis is on formulating research questions, research design, and application of these ethnographic methods to a substantial research project. 3 undergraduate hours. 4 graduate hours."
340,Case Studies Global Heritage,3,"Cultural heritage encompasses major domains of social, economic, political, religious and environmental practice and policy-making under today's conditions of globalization. Students will critically examine cultural heritage case studies from around the world. 3 undergraduate hours. 4 graduate hours."
341,Narrative,3,"Narratives serve a central function in human life: at the most fundamental level, they enable us to make sense of a complex and chaotic world, but we also use narratives strategically to persuade, manipulate, create social bonds and social divisions, establish authority and deny responsibility. Narratives may be a human universal, but the rules of narrativity are intensely culturally specific. This course explores what narratives are and how they work, and considers a range of analytical techniques for studying them."
342,Genes and Behavior,3,"Same as IB 432, NEUR 432, and PSYC 432. See IB 432."
343,Biogeography,3,"Same as ESE 439, GGIS 436, IB 439 and NRES 441. See IB 439."
344,Methods in Bioanthropology,3,"Supervised participation in biological anthropology research projects; techniques, methods, and procedures discussed and practiced under actual field or laboratory working conditions. Normally taken concurrently with ANTH 445. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary. Usually offered in the summer session only. Prerequisite: ANTH 240 or equivalent; consent of instructor."
345,Research in Bioanthropology,3,"Analysis, interpretation, evaluation, and organization of field and laboratory data in biological anthropology; preparation of written reports on research. May be taken concurrently with ANTH 444 or subsequently. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary. Usually offered in the summer session only. Prerequisite: ANTH 240 or equivalent; consent of instructor."
346,Advanced Skeletal Biology,3,"Human skeletal and dental remains form the basis for research in both bioarchaeology and forensic anthropology. We will examine the bases for making inferences about individual skeletons and past populations, with particular emphasis placed on paleodemography, reconstruction of diet, paleopathology, and biological distance analysis. 3 undergraduate hours. 3 graduate hours. Prerequisite: ANTH 347."
347,Zooarchaeology,3,"Zooarchaeology is the study of the many ways that animals fit into past human societies—including diet, economy, and ideology—through the analysis of animal remains (bones, teeth, and shell) recovered from archaeological sites. Given the broad range of ways that animals were involved in past human life, and the ubiquity of faunal remains in the archaeological record, faunal analysis is a method suitable for addressing many kinds of archaeological and anthropological research questions. This course will provide students with a practical working knowledge of basic laboratory identification and quantification techniques, and provide a framework for the interpretation of archaeological faunal assemblages. 3 undergraduate hours. 4 graduate hours. Prerequisite: ANTH 220 or graduate standing in Anthropology."
348,Archaeological Surveying,3,"Familiarization with methods used in the location and recording of archaeological sites, including techniques of mapping especially adapted to the needs of archaeology; attention given to means of presenting results and interpreting data derived from this work; and work both in the field and in the laboratory. 3 undergraduate hours. 4 graduate hours. Prerequisite: ANTH 220 or consent of instructor."
349,Archaeological Field School,3,"Participation in archaeological excavations; techniques, methods, and procedures discussed and practiced under actual working conditions. Normally taken concurrently with ANTH 455. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms if topics vary. Prerequisite: Consent of instructor."
350,Lab Analysis in Archaeology,3,"Laboratory work including processing, classifying, dating, interpretation, evaluation, and preparation of written reports of archaeological research. May be taken concurrently with ANTH 454 or subsequently. 3 undergraduate hours. 4 graduate hours. May be repeated in separate semesters, if topics vary. Prerequisite: ANTH 102 or consent of instructor."
351,Hist of Archaeological Theory,3,Examines the prominent theories in archaeology from its inception to the present day and does so within the context of general developments in anthropological thought. Provides a foundation for graduate students and a capstone for major emphasizing archaeology. 3 undergraduate hours. 4 graduate hours. Prerequisite: For undergraduates: ANTH 220; anthropology major with focus on archaeology; senior standing or consent of the instructor. For graduate students: enrollment in ANTH 430 during the same term advised.
352,Museum Theory and Practice,3,A foundational introduction to museology consisting of a critical examination of the history and social life of museums and how museums have been studied by scholars in a range of academic disciplines. Includes visits to campus and local museums. Same as ARTH 462 and LA 472. 3 undergraduate hours. 4 graduate hours.
353,Cultures of Africa,3,"Culture and social organization in traditional African societies with emphasis on the politics, kinship, and religion of a small sample of societies illustrating the main cultural variations found in sub-Saharan Africa; some discussion of ecological factors and ethnic group relations in precolonial times. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ANTH 230 or consent of instructor."
354,Primate Microbial Seminar,3,"This bioanthropology research seminar is focused on interdisciplinary projects for undergraduate and graduate students. Students will create individualized projects related to biological anthropology, primatology, ecology, microbe-host interactions, evolution, endocrinology, ontogeny or closely-related areas. Additional emphasis will be placed on developing presentation skills and scientific paper writing. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms. Prerequisite: ANTH 240, ANTH 243 or ANTH 443 strongly recommended; permission of instructor."
355,Honors Senior Thesis II,2,The second of a two-term individual study and research project for those students who are candidates for departmental distinction in anthropology. 2 to 4 undergraduate hours. No graduate credit. Prerequisite: Senior standing; 3.25 GPA in anthropology; and consent of instructor. May not be taken concurrently with ANTH 390.
356,Individual Field Research,3,"Supervised participation in field research in ethnography, ethnology, linguistics, or social anthropology; techniques, methods, and procedures discussed and practiced under actual working conditions. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary. Usually offered in the summer session only. Prerequisite: ANTH 230; some knowledge of the language of the area concerned; consent of instructor. Normally taken concurrently with ANTH 497."
357,Individual Field Data Analysis,3,"Analysis, interpretation, evaluation, and organization of field data in cultural anthropology; preparation of written reports on research in ethnography, ethnology, linguistics, or social anthropology. May be taken concurrently with ANTH 496 or subsequently. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary. Prerequisite: ANTH 230; some knowledge of the language of the area concerned; consent of instructor."
358,Topics in Anthropology,4,Research seminar on specialized topics in anthropology. 4 undergraduate hours. 4 graduate hours. May be repeated. Prerequisite: Consent of instructor.
359,Colonialism &amp; Postcolonialism,4,Course examines the history of colonialism and post-colonialism in anthropological perspective. The relations of history and anthropology are explored through ethnographic studies that problematize historical memory. Theoretical works about colonized people will be debated and discussed. Same as HIST 519. Prerequisite: Graduate standing.
360,Research Proposal Seminar,4,"This seminar guides graduate students in designing a doctoral research project and writing a grant proposal. Focus is on developing a cogent theoretical framework, articulating significance of the project, identifying appropriate research methods, and considering ethical issues. Seminar format allows regular feedback from peers to clarify and hone ideas. Prerequisite: Graduate standing in anthropology or consent of instructor."
361,Seminar in Anthropology,2,Analysis of selected topics of special interest in anthropology. May be repeated to a maximum of 8 hours in the same or subsequent semesters.
362,Readings in Anthropology,2,"Individual guidance in intensive readings in the literature of one or more subdivisions of the field of anthropology, selected in consultation with the adviser in accordance with the needs and interest of the student. May be repeated in the same or separate semesters as topics vary. Prerequisite: One semester of graduate work in anthropology; consent of advisor."
363,Dissertation Readings,4,Supervised individual investigation or study of a topic not covered by regular courses. The topic selected by the student and the proposed plan of study are approved by the adviser and the staff member who supervises the work. May be repeated in the same term up to 8 G hours if topics vary or in separate terms up to 16 G hours if topics vary. Prerequisite: Consent of instructor.
364,Cultural Heritage,2,Same as LA 594. See LA 594.
365,Lang&amp;Culture of Arab World,3,"Interdisciplinary overview of the major aspects of the contemporary Arab culture. Based on scholarly research, textual resources, media, and literature from both the Arab World and elsewhere, examines the Arab people's historical background; language varieties; literary traditions; and representative social institutions. Same as SAME 150."
366,Elementary Standard Arabic II,5,Continuation of ARAB 201. Participation in the language laboratory is required. Prerequisite: ARAB 201
367,Colloquial Arabic I,4,Development of conversational fluency in one of the major colloquial dialects; see Class Schedule for dialect to be taught each term.
368,Intermediate Stand Arabic II,4,Continuation of ARAB 403. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARAB 403.
369,Advanced Standard Arabic II,3,Continuation of ARAB 405. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 405.
370,Topics Stand Arabic LangLit II,3,"Continuation of ARAB 407 with increased emphasis on the reading and comprehension of literary texts exemplified in advanced level novels, plays, and poetry, as well as on advanced mastery of expository writing skills. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARAB 407."
371,Readings in Advanced Arabic,3,"Directed reading course intended to develop an advanced student's facility with the Arabic language through various readings (authors, genres, themes, or other topical studies) and is conducted entirely in the Arabic language. Topics may vary from term to term. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms up to 6 undergraduate hours or 8 graduate hours, if topics vary. Prerequisite: ARAB 410 or consent of instructor."
372,Introduction to Design II,3,"Principles, concepts and theories of architectural design and their spatial experience are explored. Students are introduced to methods of observation and documentation of the environment and associated activities and behaviors. Students develop techniques for analyzing and designing relationships between programs, people, and places. Prerequisite: ARCH 171."
373,Islamic Gardens &amp; Architecture,3,Same as ARTH 219 and LA 222. See LA 222.
374,Structural Fundamentals,4,"The study of forces, their distribution, and their impact on building structure. Topics include: equilibrium of rigid bodies in two and three dimensions; trusses; shear and bending moments in beams; arches and frames; stresses, strains, and deformations in axially loaded members; direct shear and bearing stresses; torsion; beam stresses and deflections; introduction to the design of structural members; and architectural applications. Prerequisite: MATH 220 or MATH 221, and MATH 231 or PHYS 101."
375,Fundamentals of Design II,4,"Introduces urban systems and conditions. Students expand their knowledge of social, political, economic, and environmental characteristics and are introduced to cartographic methods of urban analysis. Students investigate urban experience and use environmentally aware design processes to formulate design interventions. Prerequisite: ARCH 273. Restricted to architectural studies majors."
376,History of World Landscapes,4,Same as LA 314. See LA 314.
377,Intermediate Design II,6,"Investigates the design of complex urban contexts at multiple scales. Students apply theoretical and analytical methods to understand and represent the social, cultural, and civic conditions present in and between the private and public realms. Students design an urban project that activates public space as part of the social and city fabric. Prerequisite: ARCH 371. Restricted to architectural studies majors."
378,Special Topics in Architectural History,3,Special topics in Architectural History courses. Topics and subject matter to be published in course listings. 3 undergraduate hours. 3 graduate hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: ARCH 210 or consent of instructor.
379,Studies in Spanish Architecture,3,Explores aspects of the architecture and urban design of Spain from antiquity until the present. 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 hours. Prerequisite: ARCH 210.
380,Modernity’s Mirror: Nineteenth-Century Architecture 1750-1900,3,"Examines architecture and urbanism in the long nineteenth century (c1750-1900), focusing on Europe and North America. Significant attention will be paid to architectural responses to rapid technological and social changes, including industrialization and the rise of consumer culture, nationalism and colonialism, migration and urbanization, and changes to class and gender norms. We will also consider ancient and medieval architectural revivalism as anchors for political, social, and cultural meaning in the modern world. Same as ARTH 438. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210 or ARTH 112, or consent of instructor."
381,"The Architecture of the United States, c.1650 to Present",3,"This course surveys the architecture and urbanism in the territory of the present-day United States from c.1650 CE forward. Topics include Native American urban centers; the diverse national origins of colonial architecture; the ongoing significance of vernacular forms; the search for an architecture of democracy; the architecture of slavery; industrialization and the built environment; the Great Migration, urbanization, and architecture; the rise of a formal architectural profession; Modernist architectures in the U.S.; architecture, real estate, and the forces of capital investment; new technologies and the built environment. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210, ARTH 112, or consent of instructor."
382,Structural Systems and Construction Methods,4,"Presents a unified approach to architectural structures and construction technology to enable students to integrate design, engineering, and construction, while providing an understanding of how material/component/system decisions impact the work of architects, engineers, and constructors. Using a series of case-studies and project-based assignments, students learn about the various structural systems and construction methods used in the design of buildings. The evolution and state-of-the-art in structure and construction strategies will be discussed to provide requisite breadth and depth. Topics covered include: structural and building codes; structural systems and their layout planning; foundation systems; construction methods and technologies in wood, steel, concrete, and masonry; sustainability considerations; detailing; and digital modeling. 4 undergraduate hours. 4 graduate hours. Prerequisite: ARCH 231, ARCH 232 and ARCH 433."
383,Overseas Architectural Studies,3,"This course is designed to enrich the professional development of students in a study abroad location. Students participate in thematic workshops, seminars, lectures and field trips focused on understanding and analyzing architectural and urbanistic landmarks and settings on site through both directed and independent assignments. 3 undergraduate hours. No graduate credit. May be repeated in separate terms up to 6 hours. Prerequisite: Senior standing in the School of Architecture."
384,Arch Des in Landscape &amp; Cities,6,"Intermediate architectural design methods, fundamentals, principles and concepts focusing on buildings in landscape and urban contexts. 6 undergraduate hours. 6 graduate hours. Prerequisite: ARCH 471 and concurrent enrollment in ARCH 233."
385,Advanced Design II,6,"Integrates principles of building construction into the architectural design process. Students integrate materiality, fabrication, constructability, and detailing into their projects. Explorations increase in both program and context complexity. The investigations include both technical and theoretical aspects of design. 6 undergraduate hours. 6 graduate hours. Prerequisite: ARCH 473. Restricted to architectural studies majors."
386,Special Topics in Contemporary Architecture,1,"Selected topics in and applications of contemporary architecture; see Class Schedule or department office for current topics. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms up to 12 undergraduate hours or 8 graduate hours, if topics vary. Prerequisite: Consent of instructor. For majors only."
387,Architectural Practice,3,"Role of the architect in the building enterprise, professional ethics, and the conduct of professional practice; legal aspects of architectural practice and building construction; introduction of business management, marketing, operational procedures, financial planning, and cost control of architectural practices; and the administration of construction contracts. Prerequisite: Graduate standing or consent of instructor."
388,"Modern Architectural History, 1850-Present",3,"This course is a survey of significant buildings, movements, and figures of modern and contemporary architecture, contextualized in the social, cultural, political, economic, and technological developments of their time. It outlines the development of Modernist, postmodernist, and contemporary architectural thought. Key themes include industrialization and modernization, the development of global Modernisms and postmodernism in the twentieth-century, regionalism, globalization, the sustainability movement, and the development of digital technologies in architecture."
